"dist_deepest","dists_deepest","dist_viscenter","dist_between","inlake_slope","inlake_slopes","inlake_slope_mean","inlake_slope_median","maxdepth","meandepth","llid","state","source"
294.46945600768,256.838788903458,310.462298403107,56.407181295288,0.0828025117552954,0.0949342998257812,0.0808607122209389,0.0907702662042311,24.3828105926514,7.22341093061174,"100096","MN","https://gisdata.mn.gov/dataset/water-lake-bathymetry"
191.836984018355,124.241326852991,273.448691257108,1187.6067461909,0.104853168324661,0.161900360255913,0.0918468918300048,0,20.1147155761719,7.37031221783783,"1001","MN","https://gisdata.mn.gov/dataset/water-lake-bathymetry"
215.847438715956,176.131879646381,264.96957024238,57.4984673729783,0.0310199606342444,0.0380145778573084,0.0243534836005915,0.0164244471281175,6.69557905197144,2.00927129774454,"100152","MN","https://gisdata.mn.gov/dataset/water-lake-bathymetry"
368.24876614642,326.105732020123,418.908081227853,98.7595370789585,0.00546252882533667,0.00616845796456395,0.00548288188367257,0.00153323570836288,2.01156949996948,1.39345633379421,"100184","MN","https://gisdata.mn.gov/dataset/water-lake-bathymetry"
340.597074552758,285.691160671076,408.552693377009,104.01514484732,0.0161062597509357,0.0192016614734238,0.0221044932309032,0.0157528750765982,5.48574495315552,3.34552946713567,"100185","MN","https://gisdata.mn.gov/dataset/water-lake-bathymetry"
227.935174561133,197.565298334323,243.122064940883,34.8399653348253,0.0153786889592612,0.0177427118122675,0.0106835210348356,0.00358451669057313,3.50534415245056,2.80376747438748,"100189","MN","https://gisdata.mn.gov/dataset/water-lake-bathymetry"
255.706096791568,211.026164739775,381.307815796073,128.568812181346,0.0571837644427551,0.0692911100551757,0.0527122463464843,0.0537204172305788,14.6222372055054,4.48200944234364,"100191","MN","https://gisdata.mn.gov/dataset/water-lake-bathymetry"
397.71540977488,337.748604216264,448.215739511804,51.0738856698543,0.0482504826519004,0.0568172902572494,0.0457470163626577,0.044886450354052,19.1899604797363,6.14943040409321,"1003","MN","https://gisdata.mn.gov/dataset/water-lake-bathymetry"
621.28072418828,488.982600102745,641.484464222757,122.121482295804,0.0156494230091114,0.0198834986320302,0.0156463275239948,0.0122587171837572,9.72268486022949,2.61442079437585,"1004","MN","https://gisdata.mn.gov/dataset/water-lake-bathymetry"
560.793219545275,384.727512365783,903.570936276714,669.584590651028,0.0163046795416675,0.0237663110641601,0.0130570338266575,0.0107355387591803,9.14355373382568,4.51912146083281,"1011","MN","https://gisdata.mn.gov/dataset/water-lake-bathymetry"
